what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1316444337956
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1316444337959
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1316444337988
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1316444337990
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1316444338010
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1316444338011
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1316444338011
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1316444338014
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1316444338017
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1316444338017
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1316444338048
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1316444338049
os,sysinfo,,,"win32",1316444338059
arch,sysinfo,,,"x86",1316444338059
ws,sysinfo,,,"win32",1316444338059
locale,sysinfo,,,"en_US",1316444338059
processors,sysinfo,,,"2",1316444338059
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316444338059
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1316444338059
java.specification.name,sysinfo,,,"Java Platform API Specification",1316444338059
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316444338059
java.specification.version,sysinfo,,,"1.6",1316444338059
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1316444338059
java.version,sysinfo,,,"1.6.0_16",1316444338059
java.vm.info,sysinfo,,,"mixed mode",1316444338059
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1316444338059
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316444338059
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316444338059
java.vm.specification.version,sysinfo,,,"1.0",1316444338059
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1316444338059
java.vm.version,sysinfo,,,"14.2-b01",1316444338059
error,log,,,"Failed to load properties file for project 'ApiDemos'",1316444338500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444338746
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1316444339464
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1316444357788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444372538
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444379281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444391593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444391757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444397191
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316444478306
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1316444495260
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1316444504031
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1316444504152
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316444505849
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1316444505850
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1316444506174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444506723
error,log,,,"Failed to update a TargetChangeListener.",1316444512585
error,log,,,"Failed to update a TargetChangeListener.",1316444512596
error,log,,,"Failed to update a TargetChangeListener.",1316444515281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444593424
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316444600243
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316444600243
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444609828
error,log,,,"Failed to load properties file for project 'androidopenmrs'",1316444664733
error,log,,,"Failed to load properties file for project 'androidopenmrs'",1316444665442
error,log,,,"Failed to load properties file for project 'androidopenmrs'",1316444924728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444964089
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1316444967581
error,log,,,"An internal error occurred during: ""Refreshing external folders"".",1316444970126
error,log,,,"An internal error occurred during: ""Refreshing external folders"".",1316444970127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316444973202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445112487
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316445121791
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316445132668
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316445161574
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316445163783
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1316445171916
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1316445174306
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316445187060
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316445187060
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1316445201480
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445202708
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: ADC Demo",1316445208872
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: AndroidPhoneDialer",1316445255182
error,log,,,"Failed to finish PrecompilerBuilder#startupOnInitialize()",1316445255236
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DxDroid",1316445274144
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: HelloSpinner",1316445461208
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: HelloTimePicker",1316445468657
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: HelloWorld",1316445475293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445511047
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1316445527589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1316445534213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445534564
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445552466
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445593183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445614617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445637123
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316445794299
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1316445865570
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1316445866130
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1316445866937
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1316445867033
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1316445867442
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1316445867588
